District,School Site,Co/Dist Code,Site Code,Enrollment,Certified Staff,Grades  (Low-High),Telephone,Mailing Address,City,State,Zip,County,Principal,Principal Email,latitude,longitude
MUSTANG,MUSTANG CENTENNIAL ES,09-I069,135,655,58,PK-04,(405) 256-6466, 906 S. Heights Drive,Mustang,OK,73064,CANADIAN,Molly Wilson,wilsonmo@mustangps.org,35.503172,-97.527292
MUSTANG,MUSTANG HORIZON IES,09-I069,140,723,55,05-06,(405) 256-6282, 906 S. Heights Drive,Mustang,OK,73064,CANADIAN,Holly Mckinney,mckinneyh@mustangps.org,35.503172,-97.527292
MUSTANG,CANYON RIDGE IES,09-I069,145,916,62,04-06,(405) 256-6955, 906 S. Heights Drive,Mustang,OK,73064,CANADIAN,Kathy Blackwell,blackwellk@mustangps.org,35.503172,-97.527292
MUSTANG,PRAIRIE VIEW ES,09-I069,150,614,42,PK-04,(405) 256-6989,906 S. Heights Drive,Mustang,OK,73064,CANADIAN,Cynthia Daniel,danielc@mustangps.org,35.503172,-97.527292
MUSTANG,MUSTANG MS,09-I069,505,730,60,07-08,(405) 376-2448, 906 S. Heights Drive,Mustang,OK,73064,CANADIAN,Kathy Knowles,knowlesk@mustangps.org,35.503172,-97.527292
MUSTANG,MUSTANG NORTH MS,09-I069,510,862,64,07-08,(405) 324-2236, 906 S. Heights Drive,Mustang,OK,73064,CANADIAN,Christy Bradley,bradleyc@mustangps.org,35.503172,-97.527292
MUSTANG,MUSTANG HS,09-I069,705,2854,183,09-12,(405) 376-2404, 906 S. Heights Drive,Mustang,OK,73064,CANADIAN,Teresa Wilkerson,wilkersont@mustangps.org,35.503172,-97.527292
NAVAJO,NAVAJO ES,33-I001,105,270,25,PK-06,(580) 482-7742,15695 South County Road 210,Altus,OK,73521,JACKSON,Glenn Hasty,ghasty@navajo.k12.ok.us,35.45076,-97.251968
NAVAJO,NAVAJO JHS,33-I001,610,111,21,07-09,(580) 482-7742,15695 South County Road 210,Altus,OK,73521,JACKSON,Floyd Roach,froach@navajo.k12.ok.us,35.45076,-97.251968
NAVAJO,NAVAJO HS,33-I001,705,102,20,10-12,(580) 482-7742,15695 South County Road 210,Altus,OK,73521,JACKSON,Floyd Roach,froach@navajo.k12.ok.us,35.45076,-97.251968
NEW LIMA,NEW LIMA ES,67-I006,110,224,21,PK-08,(405) 257-3948,116 Gross St,Wewoka,OK,74884,SEMINOLE,Rebeccah Green,bgreen@newlima.k12.ok.us,35.428058,-97.509422
NEW LIMA,NEW LIMA HS,67-I006,705,104,15,09-12,(405) 257-6431,116 Gross St,Wewoka,OK,74884,SEMINOLE,Rhonda Barkhimer,rbarkhimer@newlima.k12.ok.us,35.428058,-97.509422
NEWCASTLE,NEWCASTLE ES,47-I001,105,628,43,02-05,(405) 387-6474,101 North Main,Newcastle,OK,73065,MCCLAIN,Terri Scott,tscott@newcastle.k12.ok.us,35.432989,-97.583031
NEWCASTLE,NEWCASTLE EARLY CHILDHOOD CTR,47-I001,110,502,34,PK-01,(405) 387-6200,101 North Main,Newcastle,OK,73065,MCCLAIN,Kristi Ferguson,kferguson@newcastle.k12.ok.us,35.432989,-97.583031
NEWCASTLE,NEWCASTLE MS,47-I001,505,449,49,06-08,(405) 387-3139,101 North Main,Newcastle,OK,73065,MCCLAIN,John Harris,jharris@newcastle.k12.ok.us,35.432989,-97.583031
NEWCASTLE,NEWCASTLE HS,47-I001,705,531,49,09-12,(405) 387-4304,101 North Main,Newcastle,OK,73065,MCCLAIN,Rob Gilstrap,rgilstrap@newcastle.k12.ok.us,35.432989,-97.583031
NOBLE,KATHERINE I. DAILY ES,14-I040,105,546,33,PK-01,(405) 872-3406,300 South Fifth St,Noble,OK,73068,CLEVELAND,Michael Prior,mprior@nobleps.com,35.480006,-97.507114
NOBLE,PIONEER INTERMEDIATE ES,14-I040,110,412,27,04-05,(405) 872-3472,611 Ash St,Noble,OK,73068,CLEVELAND,Karen Canfield,kcanfield@nobleps.com,36.264188,-94.143637
NOBLE,JOHN K. HUBBARD ES,14-I040,115,442,33,02-03,(405) 872-9201,1104 Maguire Road,Noble,OK,73068,CLEVELAND,Nathan Gray,ngray@nobleps.com,35.129657,-97.381941
NOBLE,CURTIS INGE MS,14-I040,510,619,56,06-08,(405) 872-3495,1201 North Eighth St,Noble,OK,73068,CLEVELAND,Ronnie Fulks,rfulks@nobleps.com,35.480692,-97.605745
NOBLE,NOBLE HS,14-I040,705,839,60,09-12,(405) 872-3441,4601 East Etowah Road,Noble,OK,73068,CLEVELAND,Steve Barrett,sbarrett@nobleps.com,35.145275,-97.371972
NORMAN,LAKEVIEW ES,14-I029,107,197,26,PK-05,(405) 366-5899,3310 108th Ave Northeast,Norman,OK,73071,CLEVELAND,Paula Palermo,paulap@norman.k12.ok.us,35.235887,-97.426784
NORMAN,ADAMS ES,14-I029,110,604,47,PK-05,(405) 366-5972,817 Denison Drive,Norman,OK,73069,CLEVELAND,Patricia Thomason,thomasonp@norman.k12.ok.us,35.228589,-97.456817
NORMAN,CLEVELAND ES,14-I029,112,596,46,PK-05,(405) 366-5875,500 North Sherry Ave,Norman,OK,73069,CLEVELAND,Ty Bell,tbell4@norman.k12.ok.us,35.225087,-97.469214
NORMAN,JACKSON ES,14-I029,115,556,47,PK-05,(405) 366-5884,520 Wylie Road,Norman,OK,73069,CLEVELAND,Craig Stevens,cstevens@norman.k12.ok.us,35.223836,-97.452887
NORMAN,JEFFERSON ES,14-I029,120,381,53,PK-05,(405) 366-5889,250 North Cockrel Ave,Norman,OK,73071,CLEVELAND,Dominic Barone,dbarone@norman.k12.ok.us,35.226194,-97.434926
NORMAN,KENNEDY ES,14-I029,122,482,41,PK-05,(405) 366-5894,621 Sunrise St,Norman,OK,73071,CLEVELAND,Montie Koehn,mkoehn@norman.k12.ok.us,35.209989,-97.418335
NORMAN,LINCOLN ES,14-I029,125,302,32,PK-05,(405) 366-5904,915 Classen Blvd,Norman,OK,73071,CLEVELAND,Olivia Dean,oscarce@norman.k12.ok.us,35.21498,-97.435654
NORMAN,MADISON ES,14-I029,130,405,37,PK-05,(405) 366-5910,500 James Drive,Norman,OK,73072,CLEVELAND,Annette Williams,annettew@norman.k12.ok.us,35.198619,-97.436458
NORMAN,MCKINLEY ES,14-I029,135,321,27,PK-05,(405) 366-5914,728 South Flood Ave,Norman,OK,73069,CLEVELAND,Carol Emerson,cemerson@norman.k12.ok.us,35.213251,-97.453294
NORMAN,EISENHOWER ES,14-I029,140,610,46,PK-05,(405) 366-5879,1415 Fairlawn Drive,Norman,OK,73071,CLEVELAND,Kelly Mccollom,kmccollom@norman.k12.ok.us,35.23331,-97.437031
NORMAN,WILSON ES,14-I029,145,322,36,PK-05,(405) 366-5932,800 North Peters Ave,Norman,OK,73069,CLEVELAND,Chris Crelia,ccrelia@norman.k12.ok.us,35.228275,-97.445481
NORMAN,MONROE ES,14-I029,150,439,37,PK-05,(405) 366-5927,1601 Mcgee Drive,Norman,OK,73072,CLEVELAND,Lori Connery,lconnery@norman.k12.ok.us,35.198589,-97.466498
NORMAN,RONALD REAGAN ES,14-I029,151,569,47,PK-05,(405) 366-5994,1601 24th Ave Se,Norman,OK,73071,CLEVELAND,Kelly Otis,kotis@norman.k12.ok.us,35.198433,-97.405478
NORMAN,ROOSEVELT ES,14-I029,153,637,49,PK-05,(405) 447-6581,4250 West Tecumseh Road,Norman,OK,73072,CLEVELAND,Tiffany Dixon,tdixon2@norman.k12.ok.us,35.260778,-97.50433
NORMAN,TRUMAN ES,14-I029,155,415,35,03-05,(405) 366-5980,600 Parkside Road,Norman,OK,73072,CLEVELAND,Robye Jackson,rjackson@norman.k12.ok.us,35.226916,-97.501831
NORMAN,WASHINGTON ES,14-I029,160,551,41,PK-05,(405) 366-5984,600 48th St Southeast,Norman,OK,73026,CLEVELAND,Linda Parsons,lparsons@norman.k12.ok.us,35.188888,-97.283566
NORMAN,TRUMAN PRIMARY SCHOOL,14-I029,165,498,45,PK-06,(405) 366-5949,601 Meadow Ridge Road,Norman,OK,73072,CLEVELAND,Kristie Eselin,keselin@norman.k12.ok.us,35.227068,-97.506618
NORMAN,DIMENSIONS ACADEMY,14-I029,170,94,30,KG-08,(405) 579-1880,1101 East Main St,Norman,OK,73071,CLEVELAND,Paul Tryggestad,tryggestad@norman.k12.ok.us,35.22521,-97.42482
NORMAN,IRVING MS,14-I029,500,877,72,06-08,(405) 366-5941,125 Vicksburg Ave,Norman,OK,73071,CLEVELAND,Alice Graddy,aliceg@norman.k12.ok.us,35.216216,-97.410377
NORMAN,ALCOTT MS,14-I029,501,724,60,06-08,(405) 366-5845,1919 West Boyd St,Norman,OK,73069,CLEVELAND,Dana Morris,dmorris@norman.k12.ok.us,35.213284,-97.470104
NORMAN,LONGFELLOW MS,14-I029,502,709,64,06-08,(405) 366-5948,215 North Ponca Ave,Norman,OK,73071,CLEVELAND,Shelly Ellis,sellis@norman.k12.ok.us,35.225511,-97.437788
NORMAN,WHITTIER MS,14-I029,504,1120,75,06-08,(405) 366-5956,2000 West Brooks St,Norman,OK,73069,CLEVELAND,Gayla Mears,gmears@norman.k12.ok.us,35.206482,-97.470953
NORMAN,NORMAN HS,14-I029,705,2001,158,09-12,(405) 366-5812,911 West Main St,Norman,OK,73069,CLEVELAND,Scott Beck,sbeck@norman.k12.ok.us,35.22088,-97.457258
NORMAN,NORMAN NORTH HS,14-I029,710,2378,183,09-12,(405) 366-5954,1809 Stubbeman Ave,Norman,OK,73069,CLEVELAND,Peter Liesenfeld,peterl@norman.k12.ok.us,35.24232,-97.448144
NORMAN,DIMENSIONS ACADEMY,14-I029,740,258,34,09-12,(405) 579-1880,1101 East Main St,Norman,OK,73071,CLEVELAND,Paul Tryggestad,tryggestad@norman.k12.ok.us,35.22521,-97.42482
NORTH ROCK CREEK,NORTH ROCK CREEK PUBLIC SCHOOL,63-C010,105,590,47,PK-08,(405) 275-3473,42400 Garrett's Lake Road,Shawnee,OK,74804,POTTAWATOMIE,Denise Sims,dsims@nrc.k12.ok.us,35.481905,-97.495892
NORWOOD,NORWOOD PUBLIC SCHOOL,11-C014,105,184,18,PK-08,(918) 478-3092,7966 West 790 Road,Hulbert,OK,74441,CHEROKEE,Diana Garnatz,garnatzd@norwood.k12.ok.us,35.388075,-97.314283
NOWATA,NOWATA ES,53-I040,110,476,36,PK-05,(918) 273-0771,700 West Osage Ave,Nowata,OK,74048,NOWATA,Tana Haas,haast@npsok.org,36.700043,-95.638903
NOWATA,NOWATA MS,53-I040,505,207,28,06-08,(918) 273-1346,700 West Osage Ave,Nowata,OK,74048,NOWATA,Shawn Imhoff,simhoff@npsok.org,36.700043,-95.638903
NOWATA,NOWATA HS,53-I040,705,276,30,09-12,(918) 273-2221,700 West Osage Ave,Nowata,OK,74048,NOWATA,Bron Williams,bwilliams@npsok.org,36.700043,-95.638903
OAK GROVE,OAK GROVE PUBLIC SCHOOL,60-C104,105,173,13,PK-08,(918) 352-2889,8409 East Ninth St,Cushing,OK,74023,PAYNE,Krista Burden,kburden@oakgrove.k12.ok.us,35.984246,-96.755229
OAKDALE,OAKDALE PUBLIC SCHOOL,55-C029,105,618,55,PK-08,(405) 771-3373,10901 N Sooner Road,Edmond,OK,73013,OKLAHOMA,Mike Franz,mfranz@oakdale.org,35.637431,-97.55006
OAKDALE,OAKDALE PUBLIC SCHOOL,55-C029,105,618,55,PK-08,(405) 771-3373,10901 N Sooner Road,Edmond,OK,73013,OKLAHOMA,Paula Parrott,pparrott@oakdale.org,35.637431,-97.55006
OAKDALE,OAKDALE PUBLIC SCHOOL,55-C029,105,618,55,PK-08,(405) 771-3373,10901 N Sooner Road,Edmond,OK,73013,OKLAHOMA,Susan Honeycutt,shoneycutt@oakdale.org,35.637431,-97.55006
OKC CHARTER: DOVE SCIENCE ACAD,DOVE SCIENCE ACADEMY (OKC),55-E005,975,,40,-,(405) 524-9762,919 Nw 23rd St.,Oklahoma City,OK,73106,OKLAHOMA,Yunus Bicici,yunus@dsaokc.org,35.492805,-97.530821
OKC CHARTER: DOVE SCIENCE ES,DOVE SCIENCE ACADEMY ES (OKC),55-E013,984,,26,-,(405) 605-5566,4901 N Lincoln Blvd,Oklahoma City,OK,73105,OKLAHOMA,Kanuni Yilmaz,yilmaz@dsaelementary.org,35.499546,-97.504019
OKC CHARTER: HARDING CHARTER,HARDING CHARTER PREPARATORY HS,55-E008,978,,37,-,(405) 606-8742,3333 N Shartel Ave,Oklahoma City,OK,73118,OKLAHOMA,Mylo Miller,mmiller@hardingcharterprep.org,35.523071,-97.52513
OKC CHARTER: HARPER ACADEMY,HARPER ACADEMY,55-E016,986,,8,-,(405) 605-2600,1215 N.E. 34th St,Oklahoma City,OK,73111,OKLAHOMA,Tamra Washington,mperry@harpercharterschools.org,35.511998,-97.482376
OKC CHARTER: HUPFELD/W VILLAGE,HUPFELD ACAD./WESTERN VILLAGE,55-E003,973,,8,-,(405) 751-1774,1508 Nw 106Th,Oklahoma City,OK,73114,OKLAHOMA,Ruthie Rayner,ruthie.rayner@wvacademy.com,32.999851,-97.210155
OKC CHARTER: INDEPENDENCE MS,INDEPENDENCE CHARTER MS,55-E001,971,,21,-,(405) 767-3000,3232 Nw 65th St,Oklahoma City,OK,73116,OKLAHOMA,Vana Baker,vanabaker@yahoo.com,35.538725,-97.572963
OKC CHARTER: LIGHTHOUSE OKC,LIGHTHOUSE ACADEMIES OKC INC,55-E020,988,,18,-,(405) 600-7038,4906 South Santa Fe,Oklahoma City,OK,73109,OKLAHOMA,Amanda Kissling,akissling@lhacs.org,35.405938,-97.536107
OKC CHARTER: SANTA FE SOUTH HS,SANTA FE SOUTH HS,55-E007,977,,56,-,(405) 631-6100,301 Se 38th St,Ok City,OK,73129,OKLAHOMA,Lance Seeright,lseeright@santafesouth.org,35.434961,-97.485394
OKC CHARTER: SANTA FE SOUTH MS,SANTA FE SOUTH MS,55-E011,981,,47,-,(405) 635-1053,4712 S. Santa Fe Blvd.,Oklahoma City,OK,73109,OKLAHOMA,Michael Figueroa,mfigueroa@santafesouth.org,35.418235,-97.538913
OKC CHARTER: SEEWORTH ACADEMY,JUSTICE A.W. SEEWORTH ACADEMY,55-E002,972,,33,-,(405) 475-6400,12600 N Kelley Ave.,Okc,OK,73131,OKLAHOMA,Arthur Schofield,aschofield@seeworthacademy.org,35.594062,-97.43469
OKC CHARTER: SEEWORTH ACADEMY,JUSTICE A.W. SEEWORTH ACADEMY,55-E002,972,,33,-,(405) 475-6400,12600 N Kelley Ave.,Okc,OK,73131,OKLAHOMA,Rey Medrano,rmedrano@seeworthacademy.org,35.594062,-97.43469
OKC CHARTER: SEEWORTH ACADEMY,JUSTICE A.W. SEEWORTH ACADEMY,55-E002,972,,33,-,(405) 475-6400,12600 N Kelley Ave.,Okc,OK,73131,OKLAHOMA,Tarrence Rodgers,trodgers@seeworthacademy.org,35.594062,-97.43469
OKEMAH,OAKES ES,54-I026,105,325,25,PK-03,(918) 623-1874,101 N. 16Th,Okemah,OK,74859,OKFUSKEE,Lynn Vaughn,lvaughn@okemahk12.com,35.485209,-97.500724
OKEMAH,OKEMAH NOBLE CTR,54-I026,110,119,13,04-05,(918) 623-1874,204 W. Date,Okemah,OK,74859,OKFUSKEE,Sandra Lambert,slambert@okemahk12.com,35.431125,-96.291618
OKEMAH,OKEMAH MS,54-I026,505,166,26,06-08,(918) 623-1874,204 W. Date,Okemah,OK,74859,OKFUSKEE,Sandra Lambert,slambert@okemahk12.com,35.431125,-96.291618
OKEMAH,OKEMAH HS,54-I026,705,245,32,09-12,(918) 623-1874,704 E. Date,Okemah,OK,74859,OKFUSKEE,Ronald Lee Vick,rlvick@okemahk12.com,35.484279,-97.500555
OKLAHOMA CITY,ADAMS ES,55-I089,105,664,163,PK-06,(405) 587-1600,3416 Southwest 37th St,Oklahoma City,OK,73119,OKLAHOMA,Heather Zacarias,hszacarias@okcps.org,35.405851,-97.544308
OKLAHOMA CITY,ARTHUR ES,55-I089,110,708,54,PK-06,(405) 587-7600,5100 South Independence Ave,Oklahoma City,OK,73119,OKLAHOMA,Rhonda Schroeder,rjschroeder@okcps.org,35.405851,-97.544308
OKLAHOMA CITY,BODINE ES,55-I089,123,652,45,PK-06,(405) 587-2500,5301 South Bryant Ave,Oklahoma City,OK,73129,OKLAHOMA,Nikki Coshow,nacoshow@okcps.org,35.433624,-97.485357
OKLAHOMA CITY,BRITTON ES,55-I089,125,633,44,PK-06,(405) 587-6100,1215 Northwest 95th St,Oklahoma City,OK,73114,OKLAHOMA,Ronda Hamilton,rjhamilton@okcps.org,35.56725,-97.534288
OKLAHOMA CITY,BUCHANAN ES,55-I089,135,599,47,PK-06,(405) 587-4700,4126 Northwest 18th St,Oklahoma City,OK,73107,OKLAHOMA,Tonya Brackeen,tabrackeen@okcps.org,35.493708,-97.599237
OKLAHOMA CITY,CESAR CHAVEZ ES,55-I089,150,863,61,PK-06,(405) 587-9800,600 Southeast Grand Blvd,Oklahoma City,OK,73129,OKLAHOMA,Laura Morris,lemorris@okcps.org,35.439749,-97.469814
OKLAHOMA CITY,CLEVELAND ES,55-I089,154,413,37,PK-06,(405) 587-8200,2725 Northwest 23rd St,Oklahoma City,OK,73107,OKLAHOMA,Marsha Stafford,mkstafford@okcps.org,35.493708,-97.599237
OKLAHOMA CITY,COOLIDGE ES,55-I089,165,839,58,PK-06,(405) 587-2800,5212 South Villa Ave,Oklahoma City,OK,73119,OKLAHOMA,Brett Melissa,mgbrett@okcps.org,35.405851,-97.544308
OKLAHOMA CITY,CAPITOL HILL ES,55-I089,166,627,52,PK-06,(405) 587-1800,2717 South Robinson Ave,Oklahoma City,OK,73109,OKLAHOMA,Angela Houston,adhouston@okcps.org,35.405938,-97.536107
OKLAHOMA CITY,F.D. MOON ES,55-I089,170,470,35,PK-06,(405) 427-8391,1901 Northeast 13th St,Oklahoma City,OK,73117,OKLAHOMA,Warren Pete,wgpete@okcps.org,35.47456,-97.4809
OKLAHOMA CITY,EDGEMERE ES,55-I089,195,186,24,PK-06,(405) 587-5100,3200 North Walker Ave,Oklahoma City,OK,73118,OKLAHOMA,Alisa Stieg,abstieg@okcps.org,35.521915,-97.544275
OKLAHOMA CITY,EDWARDS ES,55-I089,205,298,28,PK-06,(405) 587-3200,1123 Northeast Grand Blvd,Oklahoma City,OK,73117,OKLAHOMA,Patrice Allen,pallen@okcps.org,35.478927,-97.467193
OKLAHOMA CITY,EMERSON ALTERNATIVE ED. (ES),55-I089,210,136,15,KG-05,(405) 587-7900,715 North Walker Ave,Oklahoma City,OK,73102,OKLAHOMA,Sheryl Kishore,slkishore@okcps.org,35.474659,-97.522021
OKLAHOMA CITY,EUGENE FIELD ES,55-I089,215,475,50,PK-06,(405) 587-5700,1515 North Klein Ave,Oklahoma City,OK,73106,OKLAHOMA,Paige Bressman,plbressman@okcps.org,35.482413,-97.539827
OKLAHOMA CITY,FILLMORE ES,55-I089,220,912,72,PK-06,(405) 587-4800,5200 South Blackwelder Ave,Oklahoma City,OK,73119,OKLAHOMA,Susan Martin Rachels,smmartinrachels@okcps.org,35.405851,-97.544308
OKLAHOMA CITY,GATEWOOD ES,55-I089,240,198,24,PK-06,(405) 587-2400,1821 Northwest 21st St,Oklahoma City,OK,73106,OKLAHOMA,Gayla Goff,gagoff@okcps.org,35.4873,-97.530564
OKLAHOMA CITY,GREEN PASTURES ES,55-I089,244,271,24,PK-05,(405) 587-4500,4300 North Post Road,Spencer,OK,73084,OKLAHOMA,Harry Bryant,hjbryant@okcps.org,35.540568,-97.351865
OKLAHOMA CITY,GREYSTONE LOWER ES,55-I089,251,278,29,PK-KG,(405) 751-3663,2525 Northwest 112th St,Oklahoma City,OK,73120,OKLAHOMA,Melinda Elms,mrelms@okcps.org,35.591883,-97.550959
OKLAHOMA CITY,GREYSTONE UPPER ES,55-I089,252,548,41,01-06,(405) 587-3100,2401 Northwest 115th Terrace,Oklahoma City,OK,73120,OKLAHOMA,Dr. Debra Thomas,dlthomas@okcps.org,35.591883,-97.550959
OKLAHOMA CITY,HAWTHORNE ES,55-I089,255,559,46,PK-06,(405) 587-5900,2300 Northwest 15th St,Oklahoma City,OK,73107,OKLAHOMA,Randy Brewer,jrbrewer@okcps.org,35.493708,-97.599237
OKLAHOMA CITY,HAYES ES,55-I089,260,538,44,PK-06,(405) 587-5800,6900 South Byers Ave,Oklahoma City,OK,73149,OKLAHOMA,Shaun Ross,smross@okcps.org,35.413379,-97.50333
OKLAHOMA CITY,HERONVILLE ES,55-I089,265,889,73,PK-06,(405) 587-6000,1240 Southwest 29th St,Oklahoma City,OK,73109,OKLAHOMA,Leon Hill,llhill@okcps.org,35.405938,-97.536107
OKLAHOMA CITY,HILLCREST ES,55-I089,268,555,43,PK-06,(405) 587-3800,6421 South Miller Blvd,Oklahoma City,OK,73159,OKLAHOMA,Barbara Walling,bbwalling@okcps.org,35.392015,-97.54479
OKLAHOMA CITY,HORACE MANN ES,55-I089,270,415,35,PK-06,(405) 587-3500,1105 Northwest 45th St,Oklahoma City,OK,73118,OKLAHOMA,Mitch Ruzzoli,mwruzzoli@okcps.org,35.500293,-97.530047
OKLAHOMA CITY,JACKSON ES,55-I089,273,581,44,PK-06,(405) 587-8700,2601  S. Villa,Oklahoma City,OK,73108,OKLAHOMA,Patrick Duffy,psduffy@okcps.org,35.478854,-97.50071
OKLAHOMA CITY,JOHNSON ES,55-I089,275,227,34,PK-06,(405) 587-6700,1810 Sheffield Road,Oklahoma City,OK,73120,OKLAHOMA,Margaret Saunders,masaunders@okcps.org,35.581913,-97.566446
OKLAHOMA CITY,KAISER ES,55-I089,280,724,59,PK-06,(405) 587-3600,3101 Lyon Blvd,Oklahoma City,OK,73112,OKLAHOMA,Lana Lewis,lylewis@okcps.org,35.507994,-97.552609
OKLAHOMA CITY,M.L. KING JR. ES,55-I089,283,417,40,PK-06,(405) 587-4000,1201 Northeast 48th St,Oklahoma City,OK,73111,OKLAHOMA,Cherron Ukpaka,clukpaka@okcps.org,35.515525,-97.478688
OKLAHOMA CITY,LEE ES,55-I089,295,567,45,PK-06,(405) 587-3400,424 Southwest 29th St,Oklahoma City,OK,73109,OKLAHOMA,Shelly Deas,sadeas@okcps.org,35.405938,-97.536107
OKLAHOMA CITY,LINWOOD ES,55-I089,305,503,50,PK-06,(405) 587-1700,3416 Northwest 17th St,Oklahoma City,OK,73107,OKLAHOMA,Susan Combs,sbcombs@okcps.org,35.493708,-97.599237
OKLAHOMA CITY,MARK TWAIN ES,55-I089,320,320,31,PK-06,(405) 587-3700,2451 West Main St,Oklahoma City,OK,73107,OKLAHOMA,Sandy Phillips,slphillips@okcps.org,35.493708,-97.599237
OKLAHOMA CITY,MONROE ES,55-I089,335,436,45,PK-06,(405) 587-5600,4810 North Linn Ave,Oklahoma City,OK,73112,OKLAHOMA,Eric Meador,edmeador@okcps.org,35.511788,-97.501843
OKLAHOMA CITY,NICHOLS HILLS ES,55-I089,340,469,37,PK-06,(405) 587-2583,1301 West Wilshire Blvd,Nichols Hills,OK,73116,OKLAHOMA,Kim Iraggi,kgiraggi@okcps.org,35.551433,-97.519046
OKLAHOMA CITY,NORTH HIGHLAND ES,55-I089,343,423,38,PK-06,(405) 587-6250,8400 North Robinson Ave,Oklahoma City,OK,73114,OKLAHOMA,Anita Jones,aljones@okcps.org,35.468422,-97.515897
OKLAHOMA CITY,OAKRIDGE ES,55-I089,344,310,26,PK-06,(405) 587-5500,4200 Leonhardt Drive,Oklahoma City,OK,73115,OKLAHOMA,Ycedra Daughty,yldaughty@okcps.org,35.423937,-97.452458
OKLAHOMA CITY,THELMA R. PARKS ES,55-I089,350,314,30,PK-06,(405) 587-4400,1501 Northeast 30th St,Oklahoma City,OK,73111,OKLAHOMA,Rejeana Payne,rcpayne@okcps.org,35.511793,-97.484808
OKLAHOMA CITY,PARMELEE ES,55-I089,352,931,69,PK-06,(405) 587-6750,6700 South Hudson Ave,Oklahoma City,OK,73139,OKLAHOMA,Jan Parks,jdparks@okcps.org,35.377642,-97.521899
OKLAHOMA CITY,PIERCE ES,55-I089,353,277,27,PK-06,(405) 587-7400,2701 South Tulsa Ave,Oklahoma City,OK,73108,OKLAHOMA,Paula Pluess,pmpluess@okcps.org,35.452176,-97.601649
OKLAHOMA CITY,PRAIRIE QUEEN ES,55-I089,360,902,58,PK-06,(405) 587-7750,6609 South Blackwelder Ave,Oklahoma City,OK,73159,OKLAHOMA,Jacqueline Horton,jdhorton@okcps.org,35.392015,-97.54479
OKLAHOMA CITY,PUTNAM HEIGHTS ES,55-I089,365,415,53,PK-06,(405) 587-2700,1601 Northwest 36th St,Oklahoma City,OK,73118,OKLAHOMA,Susan Carlsen,sccarlsen@okcps.org,35.521915,-97.544275
OKLAHOMA CITY,QUAIL CREEK ES,55-I089,368,431,38,PK-06,(405) 587-6500,11700 Thornridge Road,Oklahoma City,OK,73120,OKLAHOMA,Jan Matthews,jlmatthews@okcps.org,35.591883,-97.550959
OKLAHOMA CITY,RANCHO VILLAGE ES,55-I089,370,435,39,PK-06,(405) 587-9700,1401 Johnston Drive,Oklahoma City,OK,73119,OKLAHOMA,Carol Perry,caperry@okcps.org,35.425962,-97.543232
OKLAHOMA CITY,RIDGEVIEW ES,55-I089,375,336,39,PK-06,(405) 587-6800,10010 Ridgeview Drive,Oklahoma City,OK,73120,OKLAHOMA,Michael Lisenby,mdlisenby@okcps.org,35.581978,-97.565407
OKLAHOMA CITY,ROCKWOOD ES,55-I089,385,580,42,PK-06,(405) 587-1500,3101 Southwest 24th St,Oklahoma City,OK,73108,OKLAHOMA,Sheryl Barnett,slbarnett@okcps.org,35.452176,-97.601649
OKLAHOMA CITY,SEQUOYAH ES,55-I089,395,385,39,PK-06,(405) 587-9200,2400 Northwest 36th St,Oklahoma City,OK,73112,OKLAHOMA,Kandy Bishop,kmbishop@okcps.org,35.507994,-97.552609
OKLAHOMA CITY,SHIDLER ES,55-I089,400,343,34,PK-06,(405) 587-4600,1415 South Byers Ave,Oklahoma City,OK,73129,OKLAHOMA,Rick Brown,rdbrown@okcps.org,35.433624,-97.485357
OKLAHOMA CITY,SOUTHERN HILLS ES,55-I089,407,547,45,PK-06,(405) 587-2900,7800 South Kentucky Ave,Oklahoma City,OK,73159,OKLAHOMA,Jennifer Mckay,jamkay@okcps.org,35.392015,-97.54479
OKLAHOMA CITY,SPENCER ES,55-I089,408,254,26,PK-05,(405) 587-8600,8900 Northeast 50th St,Spencer,OK,73084,OKLAHOMA,Sandy Jackson,sajackson@okcps.org,35.522599,-97.51177
OKLAHOMA CITY,STAND WATIE ES,55-I089,410,670,51,PK-06,(405) 587-6900,3517 South Linn Ave,Oklahoma City,OK,73119,OKLAHOMA,Marcus Macias,mamacias@okcps.org,35.405851,-97.544308
OKLAHOMA CITY,TELSTAR ES,55-I089,417,244,34,PK-05,(405) 587-8900,9521 Northeast 16th St,Oklahoma City,OK,73130,OKLAHOMA,Vanessa Van Trease,vkvantrease@okcps.org,35.485209,-97.500724
OKLAHOMA CITY,VAN BUREN ES,55-I089,440,424,43,PK-06,(405) 587-2000,2700 Southwest 40th St,Oklahoma City,OK,73119,OKLAHOMA,Amparo Macias,agmacias@okcps.org,35.405851,-97.544308
OKLAHOMA CITY,WEST NICHOLS HILLS ES,55-I089,455,359,32,PK-06,(405) 587-4900,8400 Greystone Ave,Oklahoma City,OK,73120,OKLAHOMA,Dr. Gloria Anderson,ganderson@okcps.org,35.582174,-97.558477
OKLAHOMA CITY,WESTWOOD ES,55-I089,460,406,38,PK-06,(405) 702-1685,1701 Exchange Ave,Oklahoma City,OK,73108,OKLAHOMA,Susan Robertson,sdrobertson@okcps.org,35.453689,-97.545031
