"time","latitude","longitude","depth","mag","magType","id","place","STUSPS","FIPS"
"2013-11-17T14:47:06.200Z",46.4115,-119.2677,0,3.2,"Ml","uw60631761","13km NNE of West Richland, Washington","WA","53005"
"2013-11-17T13:57:26.600Z",42.9343,-111.1223,0.9,3.3,"ml","usb000l0qi","27km NNW of Afton, Wyoming","ID","16029"
"2013-11-17T11:40:12.000Z",62.3066,-151.2298,79.6,4.5,"Ml","ak10853333","57km W of Talkeetna, Alaska","AK","02170"
"2013-11-15T13:39:51.000Z",68.357,-148.661,0.9,3.2,"ml","ak10848874","129km ENE of Anaktuvuk Pass, Alaska","AK","02185"
"2013-11-15T00:17:32.160Z",35.5898,-97.3808,5.21,3,"mb_lg","usb000kyn7","7km N of Spencer, Oklahoma","OK","40109"
"2013-11-14T08:47:18.400Z",38.7877,-122.761,2.5,3.4,"Mw","nc72107336","1km NNW of The Geysers, California","CA","06097"
"2013-11-13T17:30:30.500Z",37.7863,-121.9658,10.3,3.3,"Mw","nc72106876","1km ENE of San Ramon, California","CA","06013"
"2013-11-13T08:25:19.000Z",60.9292,-152.2706,103.6,3,"ml","ak10844377","55km NNE of Redoubt Volcano, Alaska","AK","02122"
"2013-11-13T06:27:13.000Z",66.4893,-141.8431,5.2,3.5,"Ml","ak10844280","124km NE of Circle, ","AK","02290"
"2013-11-12T23:35:50.700Z",37.7743,-121.9452,5.9,3,"Md","nc72106516","2km ESE of San Ramon, California","CA","06013"
"2013-11-12T23:04:00.700Z",35.388,-96.656,2.1,3.2,"ml","usb000kwie","11km SSE of Prague, Oklahoma","OK","40133"
"2013-11-12T18:16:48.000Z",63.0663,-150.9077,131.4,4.7,"Ml","ak10843612","92km NNW of Talkeetna, Alaska","AK","02068"
"2013-11-12T17:36:03.960Z",31.1085,-105.3802,4.25,3.1,"mb_lg","usb000kw90","7km SSW of Sierra Blanca, Texas","TX","48229"
"2013-11-12T04:00:58.590Z",36.5875,-97.8382,5.76,3.4,"mb_lg","usb000kw0p","21km N of Enid, Oklahoma","OK","40047"
"2013-11-12T00:15:01.835Z",37.8933,-116.0711,12.2418,3.06,"ml","nn00435520","42km SE of Warm Springs, Nevada","NV","32023"
"2013-11-11T23:33:28.000Z",19.1823,-155.6823,9.8,3.3,"Ml","hv60590396","15km NE of Hawaiian Ocean View, Hawaii","HI","15001"
"2013-11-11T21:15:06.060Z",35.7156,-97.4383,5,3.3,"ml","usb000kvvd","7km NNE of Edmond, Oklahoma","OK","40109"
"2013-11-11T18:18:14.000Z",60.013,-152.7022,90.2,4,"Ml","ak10842939","51km S of Redoubt Volcano, Alaska","AK","02122"
"2013-11-11T11:07:08.600Z",35.721,-97.4311,5,3.2,"ml","usb000kvqe","8km NNE of Edmond, Oklahoma","OK","40109"
"2013-11-11T09:29:20.600Z",34.018,-117.2337,17,3.1,"Ml","ci11390322","4km SE of Loma Linda, California","CA","06065"
"2013-11-10T23:25:00.270Z",35.722,-97.4302,5.03,3.5,"ml","usb000kvln","8km NNE of Edmond, Oklahoma","OK","40109"
"2013-11-09T19:56:11.000Z",62.2472,-145.7227,13.8,3,"Ml","ak10842346","17km NNW of Glennallen, Alaska","AK","02261"
"2013-11-09T19:54:31.820Z",32.9197,-97.6665,5,3,"mb_lg","usb000kv9n","5km SSE of Springtown, Texas","TX","48367"
"2013-11-09T16:59:15.000Z",62.6001,-151.6245,97.1,3.2,"Ml","ak10842112","83km WNW of Talkeetna, Alaska","AK","02170"
"2013-11-09T01:57:55.000Z",39.7835,-120.6807,10,3,"Md","nc72103811","18km W of Portola, California","CA","06063"
"2013-11-08T22:54:52.000Z",52.0513,-173.6195,7.4,3.1,"ml","usb000kvw4","42km ESE of Atka, Alaska","AK","02016"
"2013-11-08T20:31:18.200Z",36.2728,-120.33,12.9,3,"Md","nc72103596","15km N of Coalinga, California","CA","06019"
"2013-11-08T05:52:59.400Z",35.5919,-97.3874,5,3.3,"ml","usb000kvhe","7km N of Spencer, Oklahoma","OK","40109"
"2013-11-08T05:50:05.500Z",35.5911,-97.3809,5,3.3,"ml","usb000kugh","7km N of Spencer, Oklahoma","OK","40109"
"2013-11-07T05:13:09.000Z",62.043,-150.5005,48.1,4.4,"Ml","ak10840628","36km WSW of Y, Alaska","AK","02170"
"2013-11-06T19:01:19.000Z",61.4621,-152.088,111.8,3.1,"Ml","ak10840010","96km NNW of Nikiski, Alaska","AK","02170"
"2013-11-05T18:33:55.000Z",62.2003,-145.705,17.7,3.3,"Ml","ak10838179","13km NW of Glennallen, Alaska","AK","02261"
"2013-11-05T14:29:16.000Z",69.1201,-144.2136,5.7,3,"Ml","ak10837949","115km SSW of Kaktovik, Alaska","AK","02185"
"2013-11-05T08:32:48.270Z",35.5873,-97.4172,5,3.2,"mb_lg","usb000ksri","8km NNW of Spencer, Oklahoma","OK","40109"
"2013-11-05T04:01:34.690Z",35.6038,-97.3715,5,3.8,"mwr","usb000ksnp","8km N of Spencer, Oklahoma","OK","40109"
"2013-11-04T22:29:43.300Z",34.2077,-117.0138,7.4,3,"Ml","ci11387578","8km E of Running Springs, California","CA","06071"
"2013-11-04T18:35:33.720Z",41.7999,-87.8247,1,3.2,"mb_lg","usb000ksfx","1km NW of Summit, Illinois","IL","17031"
"2013-11-04T01:52:02.020Z",35.599,-97.3863,5.821,3.3,"mb_lg","usb000ks8m","8km N of Spencer, Oklahoma","OK","40109"
"2013-11-03T17:51:50.000Z",60.9645,-150.2733,42,3,"Ml","ak10837260","34km SW of Anchorage, Alaska","AK","02122"
"2013-11-03T17:40:36.300Z",45.498,-112.529,8.8,3.1,"Md","mb29494","32km NNE of Dillon, Montana","MT","30057"
"2013-11-03T06:16:18.000Z",60.4856,-141.4559,12.1,3.4,"Ml","ak10837059","71km NE of Cape Yakataga, Alaska","AK","02261"
"2013-11-03T04:44:07.180Z",55.403,-162.155,144.5,4.6,"mb","usb000krw8","43km NE of Cold Bay, Alaska","AK","02013"
"2013-11-02T18:23:10.800Z",34.7077,-116.2923,1.5,3.2,"Ml","ci11386842","63km N of Joshua Tree, California","CA","06071"
"2013-11-02T15:30:26.500Z",35.5948,-97.3899,5,3,"ml","usb000krwr","8km N of Spencer, Oklahoma","OK","40109"
"2013-11-02T14:19:01.700Z",35.611,-97.361,5,3.4,"mwr","usb000kri9","8km NW of Jones, Oklahoma","OK","40109"
"2013-11-02T12:04:14.300Z",35.598,-97.378,5.77,3.2,"ml","usb000krgx","8km N of Spencer, Oklahoma","OK","40109"
"2013-11-02T09:36:45.200Z",35.598,-97.367,5,3.5,"mwr","usb000krfn","8km N of Spencer, Oklahoma","OK","40109"
"2013-11-02T05:58:13.000Z",60.2305,-152.6449,108.6,3.4,"Ml","ak10836604","28km SSE of Redoubt Volcano, Alaska","AK","02122"
"2013-11-01T06:19:41.600Z",36.2488,-120.8157,7.3,3.2,"Ml","nc72099501","28km E of King City, California","CA","06053"
"2013-10-31T18:24:17.800Z",40.6805,-123.472,32.9,3.2,"Ml","nc72099131","28km WNW of Hayfork, California","CA","06105"
"2013-10-30T18:54:26.900Z",39.8932,-120.8408,3.3,3.1,"Ml","nc72098361","6km SE of East Quincy, California","CA","06063"
"2013-10-30T13:51:53.000Z",60.5074,-153.1632,172.7,3.1,"Ml","ak10834865","23km W of Redoubt Volcano, Alaska","AK","02122"
"2013-10-29T21:26:32.000Z",52.12,-174.1071,104.5,3,"ml","usb000krbk","10km SE of Atka, Alaska","AK","02016"
"2013-10-29T21:20:05.240Z",37.2651,-117.5799,12.5,3.1,"ml","usc000kr44","57km SSW of Goldfield, Nevada","CA","06027"
"2013-10-29T11:24:14.800Z",47.8067,-120.7442,9.3,3.3,"Ml","uw60619906","24km NNW of Leavenworth, Washington","WA","53007"
"2013-10-28T22:38:23.000Z",57.9489,-156.0592,119.8,3,"Ml","ak10834178","90km SSE of King Salmon, Alaska","AK","02164"
"2013-10-28T04:59:21.000Z",38.7448,-122.7223,2.2,3.3,"Ml","nc72096866","4km SE of The Geysers, California","CA","06097"
"2013-10-28T04:40:24.000Z",64.3466,-150.8397,2.7,3,"Ml","ak10833805","76km S of Manley Hot Springs, Alaska","AK","02290"
"2013-10-27T13:47:25.000Z",64.3268,-151.0011,11.7,3.2,"Ml","ak10833596","77km SSW of Manley Hot Springs, Alaska","AK","02290"
"2013-10-27T02:25:36.000Z",58.9364,-153.8011,103.6,3.5,"Ml","ak10833442","110km SE of Old Iliamna, Alaska","AK","02122"
"2013-10-26T10:14:45.000Z",63.1348,-149.2849,73.2,3.1,"Ml","ak10833245","37km SSW of Cantwell, Alaska","AK","02170"
"2013-10-26T07:31:07.000Z",60.3173,-153.2089,156.8,3.8,"Ml","ak10833193","29km SW of Redoubt Volcano, Alaska","AK","02122"
"2013-10-26T06:45:08.000Z",59.943,-153.2711,120.5,3.1,"Ml","ak10833178","77km SSW of Redoubt Volcano, Alaska","AK","02122"
"2013-10-26T03:04:22.210Z",36.5133,-97.8752,4.94,3,"ml","usc000kng2","13km N of Enid, Oklahoma","OK","40047"
"2013-10-25T11:29:18.802Z",37.0573,-116.0913,6.5855,3.09,"ml","nn00427390","61km ENE of Beatty, Nevada","NV","32023"
"2013-10-25T10:11:02.000Z",63.0322,-150.8389,100,3,"Ml","ak10832416","93km NNW of Talkeetna, Alaska","AK","02170"
"2013-10-23T17:40:03.900Z",37.4703,-118.8438,7.6,3.2,"Ml","nc72093791","22km SSE of Mammoth Lakes, California","CA","06019"
"2013-10-23T17:19:32.700Z",37.4713,-118.8433,7.7,3.2,"Ml","nc72093756","22km SSE of Mammoth Lakes, California","CA","06019"
"2013-10-23T07:38:21.000Z",62.854,-148.8051,67.4,4,"Ml","ak10831342","60km S of Cantwell, Alaska","AK","02170"
"2013-10-22T22:47:14.000Z",63.9986,-149.5258,140.1,3.9,"Ml","ak10828523","31km WNW of Healy, Alaska","AK","02068"
"2013-10-21T17:23:07.000Z",61.398,-146.6109,19.4,3,"Ml","ak10827632","32km NNW of Valdez, Alaska","AK","02261"
"2013-10-21T17:05:11.500Z",37.5128,-118.834,4.9,3.1,"Md","nc71075359","19km SE of Mammoth Lakes, California","CA","06051"
"2013-10-21T17:04:10.600Z",37.531,-118.8252,8.2,3.8,"Mw","nc72092191","18km SE of Mammoth Lakes, California","CA","06051"
"2013-10-21T13:57:16.000Z",59.9498,-152.999,100,3,"Ml","ak10827570","60km SSW of Redoubt Volcano, Alaska","AK","02122"
"2013-10-21T07:05:18.000Z",61.7179,-150.4024,16.3,3.3,"Ml","ak10827469","18km WSW of Willow, Alaska","AK","02170"
"2013-10-20T21:44:28.000Z",19.1822,-155.6078,10,3.7,"Ml","hv60579891","13km W of Pahala, Hawaii","HI","15001"
"2013-10-20T09:17:47.370Z",36.648,-97.829,5,3.1,"ml","usb000khjk","19km SSW of Medford, Oklahoma","OK","40053"
"2013-10-20T00:23:06.000Z",63.3327,-149.4963,96,3.5,"Ml","ak10827043","28km WSW of Cantwell, Alaska","AK","02068"
"2013-10-19T20:17:19.700Z",39.3978,-123.2703,5.2,3.1,"Ml","nc72090951","7km E of Willits, California","CA","06045"
"2013-10-19T13:29:22.000Z",62.3868,-142.5061,35,3.2,"Ml","ak10826924","102km S of Tok, Alaska","AK","02261"
"2013-10-19T08:11:29.290Z",42.9573,-111.0194,5,3.2,"mwr","usb000kh6c","26km NNW of Afton, Wyoming","WY","56023"
"2013-10-19T04:02:24.500Z",36.5998,-121.2113,8.9,3.4,"Mw","nc72090601","21km NNE of Soledad, California","CA","06069"
"2013-10-19T00:05:52.420Z",43.4893,-111.0585,6.99,3.8,"mwr","usb000kh13","13km SSE of Victor, Idaho","ID","16019"
"2013-10-17T19:23:48.000Z",60.3062,-150.8705,62,3,"Ml","ak10825881","22km SSE of Soldotna, Alaska","AK","02122"
"2013-10-17T16:19:19.900Z",41.6033,-111.6838,11.4,3.6,"Ml","uu60041537","14km ESE of Hyrum, Utah","UT","49005"
"2013-10-17T15:41:00.700Z",40.7137,-122.4907,23.5,3,"Md","nc72089531","10km WNW of Shasta Lake, California","CA","06089"
"2013-10-15T10:02:27.000Z",60.9912,-146.1054,13.9,3.1,"Ml","ak10824565","14km SE of Valdez, Alaska","AK","02261"
"2013-10-15T08:07:26.500Z",37.8827,-122.2305,7.3,3.2,"Mw","nc72087796","3km ENE of Berkeley, California","CA","06013"
"2013-10-15T07:07:06.300Z",36.1517,-118.0683,3.6,3.2,"Ml","ci11378394","50km S of Lone Pine, California","CA","06027"
"2013-10-15T00:03:26.900Z",41.7185,-109.9087,-3.1,3.4,"Ml","uu60041212","42km WNW of Green River, Wyoming","WY","56037"
"2013-10-14T12:39:20.000Z",33.204,-115.677,0.9,3,"Ml","ci11377986","15km WSW of Niland, California","CA","06025"
"2013-10-14T12:38:23.800Z",33.2015,-115.676,1.5,3.6,"Ml","ci11377978","15km WSW of Niland, California","CA","06025"
"2013-10-14T06:43:34.300Z",33.205,-115.6748,2.1,3,"Ml","ci11377554","15km WSW of Niland, California","CA","06025"
"2013-10-14T04:27:01.100Z",37.3795,-118.4018,7.3,3.1,"Ml","nc72087161","1km NNW of Bishop, California","CA","06027"
"2013-10-12T03:25:23.590Z",34.086,-96.579,5,3,"ml","usb000kbi8","16km NE of Kingston, Oklahoma","OK","40095"
"2013-10-12T02:14:35.020Z",38.9051,-115.3481,13.6449,3.64,"ml","nn00426200","21km NNE of Currant, Nevada","NV","32033"
"2013-10-11T09:37:21.500Z",37.5273,-118.8537,9,3.4,"Ml","nc72085456","17km SE of Mammoth Lakes, California","CA","06051"
"2013-10-11T07:20:23.800Z",37.5262,-118.8522,8.8,3.1,"Ml","nc72085196","17km SE of Mammoth Lakes, California","CA","06051"
"2013-10-10T12:16:03.000Z",69.1603,-144.5696,19,3.7,"Ml","ak10821809","114km SSW of Kaktovik, Alaska","AK","02185"
"2013-10-10T01:34:23.100Z",35.6592,-118.4725,10.6,3.4,"Ml","ci11375690","4km N of Lake Isabella, California","CA","06029"
"2013-10-08T10:48:21.300Z",36.726,-98.006,3.43,3.2,"ml","usb000k8hb","25km WSW of Medford, Oklahoma","OK","40053"
"2013-10-08T06:18:06.000Z",56.5127,-154.1149,22.2,3.6,"Ml","ak10819186","114km S of Larsen Bay, Alaska","AK","02150"
"2013-10-07T04:26:08.200Z",37.8837,-122.2327,7,3,"Mw","nc72082611","3km ENE of Berkeley, California","CA","06013"
"2013-10-06T16:41:51.300Z",34.7105,-116.2948,2.4,3.6,"Ml","ci11373818","63km N of Joshua Tree, California","CA","06071"
"2013-10-06T13:42:17.000Z",62.9117,-150.5733,104.7,4,"Ml","ak10818211","69km NNW of Talkeetna, Alaska","AK","02170"
"2013-10-06T06:57:10.900Z",19.3415,-155.023,7.4,3.6,"Ml","hv60572546","17km SW of Leilani Estates, Hawaii","HI","15001"
"2013-10-06T02:06:21.880Z",34.7091667,-116.2938333,1.88,4.28,"ml","ci11373458","63km N of Joshua Tree, California","CA","06071"
"2013-10-05T07:11:49.600Z",36.58,-97.8159,5.12,3.3,"ml","usb000k77n","21km NNE of Enid, Oklahoma","OK","40047"
"2013-10-04T19:05:16.000Z",61.8322,-151.4627,97.8,3,"Ml","ak10817368","71km W of Willow, Alaska","AK","02170"
"2013-10-04T14:42:06.500Z",40.4365,-124.1527,26.3,3.9,"Mw","nc72080926","8km SSW of Rio Dell, California","CA","06023"
"2013-10-04T08:55:23.700Z",33.7998,-117.6842,6.7,3,"Ml","ci11372874","10km ENE of North Tustin, California","CA","06059"
"2013-10-03T07:47:49.150Z",58.56,-137.276,1,4.2,"mwr","usb000k58l","91km W of Gustavus, Alaska","AK","02105"
"2013-10-02T20:38:31.900Z",38.8328,-122.8005,2,3.1,"Mw","nc72080226","6km W of Cobb, California","CA","06097"
"2013-10-02T00:38:52.210Z",36.594,-97.831,4.2,3.5,"ml","usb000k498","22km N of Enid, Oklahoma","OK","40053"
"2013-10-01T23:28:41.950Z",36.593,-97.836,5,3.1,"ml","usb000k48t","22km N of Enid, Oklahoma","OK","40047"
"2013-10-01T19:26:15.460Z",36.592,-97.837,5,3.2,"ml","usb000k416","22km N of Enid, Oklahoma","OK","40047"
"2013-10-01T17:30:48.000Z",61.5325,-148.1783,23.7,3.1,"Ml","ak10815652","42km ESE of Lazy Mountain, Alaska","AK","02170"
"2013-10-01T14:15:33.000Z",61.5549,-141.0957,1,3.1,"Ml","ak10815562","177km E of Chitina, Alaska","AK","02261"
"2013-10-01T03:48:59.000Z",60.3911,-144.8213,29.2,3.1,"Ml","ak10815376","54km ESE of Cordova, Alaska","AK","02261"
"2013-09-30T19:00:06.500Z",19.3835,-155.2412,2.9,3.7,"Ml","hv60569521","5km S of Volcano, Hawaii","HI","15001"
"2013-09-30T06:32:02.000Z",61.9205,-150.8969,9.2,3.5,"Ml","ak10814612","49km WNW of Willow, Alaska","AK","02170"
"2013-09-30T04:23:28.400Z",32.8737,-115.9947,9.4,3.7,"Ml","ci11371586","29km WNW of Seeley, California","CA","06025"
"2013-09-29T08:41:31.600Z",32.9003,-116.2872,1.7,3.6,"Ml","ci11371154","24km ENE of Pine Valley, California","CA","06073"
"2013-09-29T00:36:16.500Z",32.8973,-116.2755,1.8,3.3,"Ml","ci11371058","25km ENE of Pine Valley, California","CA","06073"
"2013-09-28T08:54:21.000Z",41.7178,-109.8507,-3.2,3.1,"Ml","uu60039322","38km WNW of Green River, Wyoming","WY","56037"
"2013-09-26T18:36:02.600Z",19.3578,-155.0843,7.7,3.6,"Ml","hv60567461","17km S of Fern Acres, Hawaii","HI","15001"
"2013-09-26T05:17:12.100Z",35.5896,-97.3751,6.07,3.2,"ml","usb000k01p","7km N of Spencer, Oklahoma","OK","40109"
"2013-09-24T21:36:34.200Z",40.455,-123.4072,34.5,3.8,"Mw","nc72076146","21km WSW of Hayfork, California","CA","06105"
"2013-09-24T15:15:06.100Z",47.8093,-120.735,9.8,3,"Md","uw60598017","24km NNW of Leavenworth, Washington","WA","53007"
"2013-09-24T14:13:30.090Z",38.6527,-119.426,10.413,3,"ml","usb000jyl1","16km SSW of Smith Valley, Nevada","NV","32005"
"2013-09-24T10:24:24.000Z",44.734,-110.7765,5.3,3.2,"Ml","uu60038682","27km ENE of West Yellowstone, Montana","WY","56029"
"2013-09-24T09:16:30.900Z",58.381,-136.931,5,3,"ml","usb000k015","69km W of Gustavus, Alaska","AK","02105"
"2013-09-24T03:57:19.000Z",63.0225,-150.3177,99.9,3,"Ml","ak10811629","78km N of Talkeetna, Alaska","AK","02170"
"2013-09-24T03:57:19.000Z",63.0446,-150.4144,104.5,3,"Ml","ak10811641","81km N of Talkeetna, Alaska","AK","02170"
"2013-09-23T13:56:25.540Z",33.946,-97.161,5,3.4,"ml","usb000jxyp","4km WNW of Marietta, Oklahoma","OK","40085"
"2013-09-23T11:40:40.000Z",33.9544,-97.1107,8.933,3.2,"ml","usb000jxx3","2km NNE of Marietta, Oklahoma","OK","40085"
"2013-09-23T10:26:22.000Z",65.4498,-141.5515,12,3.3,"Ml","ak10811021","77km NNW of Eagle Village, Alaska","AK","02240"
"2013-09-23T09:21:18.000Z",61.6002,-150.6728,9.6,3.8,"Ml","ak10810995","37km WSW of Willow, Alaska","AK","02170"
"2013-09-23T04:12:38.000Z",64.8071,-148.9505,16.4,3.5,"Ml","ak10810941","26km NNE of North Nenana, Alaska","AK","02290"
"2013-09-22T18:11:49.000Z",58.1628,-156.3276,2.7,4.1,"Ml","ak10810650","61km SSE of King Salmon, Alaska","AK","02164"
"2013-09-22T13:10:10.500Z",33.4608,-116.6035,13.5,3.4,"Ml","ci11368274","12km SSE of Anza, California","CA","06065"
"2013-09-21T18:42:33.000Z",58.144,-156.3389,2.9,4.2,"Ml","ak10810402","63km SSE of King Salmon, Alaska","AK","02164"
"2013-09-21T17:08:24.100Z",45.488,-112.361,14.1,3.1,"Md","mb29304","37km NE of Dillon, Montana","MT","30057"
"2013-09-21T15:15:34.090Z",42.9944,-109.1146,71.43,3,"ml","usb000jx5i","18km W of Fort Washakie, Wyoming","WY","56013"
"2013-09-21T13:16:33.080Z",42.9745,-109.128,76.2,4.8,"mwr","usb000jx4l","20km W of Fort Washakie, Wyoming","WY","56013"
"2013-09-21T08:40:47.000Z",60.2166,-140.9678,7.7,3.6,"Ml","ak10810276","82km ENE of Cape Yakataga, Alaska","AK","02282"
"2013-09-21T03:39:16.000Z",55.5728,-161.82,173.8,3.3,"ml","usb000jyrp","71km NE of Cold Bay, Alaska","AK","02013"
"2013-09-20T06:10:43.300Z",33.3407,-116.3905,13.7,3.8,"Ml","ci11366994","9km N of Borrego Springs, California","CA","06073"
"2013-09-19T12:06:33.500Z",34.0817,-117.784,3.6,3.8,"Ml","ci11366562","2km SW of La Verne, California","CA","06037"
"2013-09-19T11:43:55.900Z",34.0817,-117.785,2.9,3.7,"Ml","ci11366538","2km SW of La Verne, California","CA","06037"
"2013-09-18T23:15:59.000Z",58.2831,-156.0568,155,3.1,"Ml","ak10808632","57km SE of King Salmon, Alaska","AK","02164"
"2013-09-18T12:53:36.000Z",32.879,-116.2528,4.7,3.2,"Ml","ci11366154","26km ENE of Pine Valley, California","CA","06073"
"2013-09-17T19:29:26.100Z",40.1625,-121.0805,7.7,3,"Md","nc71074969","11km WNW of Greenville, California","CA","06063"
"2013-09-17T19:29:09.700Z",40.1553,-121.0828,8,3,"Md","nc72072216","11km W of Greenville, California","CA","06063"
"2013-09-16T14:12:31.940Z",37.5105,-115.4841,5.497,3.4,"mwr","usc000jvds","32km WNW of Alamo, Nevada","NV","32017"
"2013-09-15T15:53:02.700Z",44.5613,-110.8242,10.5,3.6,"Ml","uu60037692","11km N of Old Faithful Geyser, Wyoming","WY","56039"
"2013-09-15T11:11:00.800Z",44.5857,-110.8302,7.4,3.2,"Ml","uu60001645","13km N of Old Faithful Geyser, Wyoming","WY","56039"
"2013-09-15T11:10:19.300Z",44.562,-110.8198,8.4,3.4,"Ml","uu60037477","11km N of Old Faithful Geyser, Wyoming","WY","56039"
"2013-09-15T05:58:13.900Z",35.4085,-96.5427,4.88,3.1,"ml","usc000jurv","10km SSW of Boley, Oklahoma","OK","40107"
"2013-09-14T05:51:47.000Z",61.5597,-149.8088,29.3,3,"Ml","ak10805745","7km SSE of Houston, Alaska","AK","02170"
"2013-09-13T12:56:00.720Z",44.7523,-110.7893,4.11,3.7,"mwr","usb000ksqg","26km ENE of West Yellowstone, Montana","WY","56029"
"2013-09-13T12:56:00.700Z",44.7525,-110.7892,4.1,3.5,"Ml","uu60036922","27km ENE of West Yellowstone, Montana","WY","56029"
"2013-09-13T03:16:01.000Z",60.5624,-150.3631,46,3.5,"Ml","ak10804888","21km E of Sterling, Alaska","AK","02122"
"2013-09-12T19:02:43.900Z",39.2287,-122.7018,12.7,3.1,"Ml","nc72068926","17km NNE of Lucerne, California","CA","06033"
"2013-09-11T08:17:29.000Z",60.2131,-141.5196,10.3,3.1,"Ml","ak10803703","52km ENE of Cape Yakataga, Alaska","AK","02282"
"2013-09-11T01:45:52.100Z",35.8518,-120.4002,5,3,"Md","nc72067636","21km N of Shandon, California","CA","06053"
"2013-09-11T01:02:59.000Z",61.343,-149.5215,36.9,4,"Ml","ak10803234","19km SSE of Knik-Fairview, Alaska","AK","02020"
"2013-09-11T00:49:19.000Z",67.4642,-149.4131,8.7,3.5,"Ml","ak10803226","40km NE of Coldfoot, Alaska","AK","02290"
"2013-09-10T22:49:58.700Z",35.7645,-117.6037,10.4,3.2,"Ml","ci11362618","16km NNE of Ridgecrest, California","CA","06071"
"2013-09-10T12:57:51.100Z",44.3233,-110.6193,7.1,3.1,"Ml","uu60036107","22km SE of Old Faithful Geyser, Wyoming","WY","56039"
"2013-09-10T12:46:12.000Z",44.3228,-110.6198,7,3.3,"Ml","uu60036087","22km SE of Old Faithful Geyser, Wyoming","WY","56039"
"2013-09-10T01:59:09.000Z",60.4963,-148.3431,13.5,3.1,"Ml","ak10802673","39km SSE of Whittier, Alaska","AK","02261"
"2013-09-09T04:00:35.000Z",52.6219,-170.6335,101.6,3,"ml","usc000jqzb","4km ESE of Yunaska Island, Alaska","AK","02016"
"2013-09-09T00:40:54.500Z",40.262,-124.2912,21,3.2,"Ml","nc72066376","30km SSW of Rio Dell, California","CA","06023"
"2013-09-08T08:15:31.100Z",36.9651,-104.8757,5,3.6,"mwr","usb000jlgu","39km W of Raton, New Mexico","NM","35007"
"2013-09-06T21:08:53.700Z",37.3643,-118.5762,13.4,3.3,"Mw","nc72064996","10km W of West Bishop, California","CA","06027"
"2013-09-05T20:12:00.000Z",69.1845,-144.5433,2.9,4.2,"Ml","ak10798348","111km SSW of Kaktovik, Alaska","AK","02185"
"2013-09-05T07:09:41.900Z",47.7712,-122.5197,27,3,"Ml","uw60584927","2km N of Indianola, Washington","WA","53035"
"2013-09-04T04:04:54.000Z",33.2922,-116.4223,14.5,3.2,"Ml","ci11359338","5km NW of Borrego Springs, California","CA","06073"
"2013-09-04T00:26:33.000Z",60.3568,-150.1152,0,3.4,"Ml","ak10796516","41km ESE of Sterling, Alaska","AK","02122"
"2013-09-03T23:40:43.000Z",59.8016,-153.382,135.4,3.4,"Ml","ak10796480","84km SSW of Redoubt Volcano, Alaska","AK","02122"
"2013-09-02T23:51:15.460Z",31.9095,-94.4279,4.69,4.3,"mwr","usb000jfgm","3km WNW of Timpson, Texas","TX","48419"
"2013-09-02T23:39:57.000Z",69.1774,-144.5421,21.4,3.6,"Ml","ak10796047","112km SSW of Kaktovik, Alaska","AK","02185"
"2013-09-02T21:52:38.940Z",31.9656,-94.5261,4.75,4.2,"mwr","usb000jfey","14km WNW of Timpson, Texas","TX","48401"
"2013-09-02T10:53:10.000Z",63.2026,-150.5934,127.5,3.1,"Ml","ak10795443","85km WSW of Cantwell, Alaska","AK","02068"
"2013-09-02T06:33:00.000Z",62.4206,-151.0177,76.3,3.9,"Ml","ak10795335","48km WNW of Talkeetna, Alaska","AK","02170"
"2013-09-02T02:10:52.000Z",60.5085,-153.0946,142,3.2,"Ml","ak10795226","19km W of Redoubt Volcano, Alaska","AK","02122"
"2013-09-02T00:29:05.000Z",69.2028,-144.1734,11.4,3.3,"Ml","ak10795190","105km SSW of Kaktovik, Alaska","AK","02185"
"2013-09-01T22:52:05.000Z",69.2024,-144.5337,1.9,4.8,"Ml","ak10795149","109km SSW of Kaktovik, Alaska","AK","02185"
"2013-08-31T08:47:06.000Z",63.2976,-151.4468,15.5,3.3,"Ml","ak10794171","125km W of Cantwell, Alaska","AK","02068"
"2013-08-29T20:08:56.500Z",37.6388,-118.939,8.2,3.1,"Ml","nc72059391","3km ESE of Mammoth Lakes, California","CA","06051"
"2013-08-29T11:20:18.680Z",39.0807,-115.5021,0,3.3,"mwr","usb000jd36","37km N of Currant, Nevada","NV","32033"
"2013-08-28T21:07:52.000Z",62.1775,-148.1555,39.5,3.5,"Ml","ak10791810","55km NE of Sutton-Alpine, Alaska","AK","02170"
"2013-08-28T17:53:54.100Z",44.7773,-111.8256,7.2,3,"Md","mb13264409","58km WNW of West Yellowstone, Montana","MT","30001"
"2013-08-28T04:43:05.000Z",38.762,-122.7125,1.9,3.8,"Mw","nc72057971","4km ESE of The Geysers, California","CA","06033"
"2013-08-27T21:41:32.000Z",63.2076,-150.6192,128.4,5.1,"Ml","ak10791048","86km WSW of Cantwell, Alaska","AK","02068"
"2013-08-27T00:51:43.820Z",39.6695,-119.6838,13.926,4.2,"mwr","usb000jc33","3km NE of Spanish Springs, Nevada","NV","32031"
"2013-08-25T18:59:18.900Z",35.479,-118.2885,3.5,3.6,"Ml","ci15396897","20km S of Weldon, California","CA","06029"
"2013-08-25T18:50:28.700Z",35.4803,-118.2853,2.3,4.2,"Mw","ci15396881","20km S of Weldon, California","CA","06029"
